filename,dc.creator,dc.title,dc.relation.ispartof,dc.publisher,dc.date.issued,dc.description.tableofcontents,dc.subject,dc.subject.lcsh,dc.subject.nalt,dc.description,dc.language,dc.type,dc.format,dc.coverage.spatial,dc.audience
L1612,Anonymous,"For Weight Control, Plan What You Eat.",Leaflet / Texas Agricultural Extension Service; no. 1612.,Texas Agricultural Extension Service,1978,,,,weight control|| meal planning|| ,4 pg,,article,,Texas,
L1613,Anonymous,Facts about Weight Control.,Leaflet / Texas Agricultural Extension Service; no. 1613.,Texas Agricultural Extension Service,1978,,,,weight control|| diet||,4 pg,,article,,Texas,
L1614,Anonymous,"For Weight Control, Eat More Slowly.",Leaflet / Texas Agricultural Extension Service; no. 1614.,Texas Agricultural Extension Service,1978,,,,weight control|| ,4 pg,,article,,Texas,
L1615,Anonymous,Setting a Climate for Weight Control.,Leaflet / Texas Agricultural Extension Service; no. 1615.,Texas Agricultural Extension Service,1978,,,,weight control||,4 pg,,article,,Texas,
L1616,Anonymous,Activity Helps Control Weight.,Leaflet / Texas Agricultural Extension Service; no. 1616.,Texas Agricultural Extension Service,1978,,,,weight control|| exercise||,4 pg,,article,,Texas,
L1617,Anonymous,Tips for Weight Control.,Leaflet / Texas Agricultural Extension Service; no. 1617.,Texas Agricultural Extension Service,1978,,,,weight control||,4 pg,,article,,Texas,
L1618,Anonymous,"The ""Big 4"" Foods.",Leaflet / Texas Agricultural Extension Service; no. 1618.,Texas Agricultural Extension Service,1978,,,,food groups|| milk|| meat|| vegetables|| fruits (food)|| ,2 pg,,article,,Texas,
L1619,Anonymous,Weight Control Record.,Leaflet / Texas Agricultural Extension Service; no. 1619.,Texas Agricultural Extension Service,1978,,,,weight control||,4 pg,,article,,Texas,
L1623,"McCraw, B. Dean",Easy Gardening…Cole Crops.,Leaflet / Texas Agricultural Extension Service; no. 1623.,Texas Agricultural Extension Service,1982,,,,gardening|| broccoli|| vegetable growing|| fertilizer application||,4 pg,,article,,Texas,
L1628,"McCraw, B. Dean",Easy Gardening…Composting.,Leaflet / Texas Agricultural Extension Service; no. 1628.,Texas Agricultural Extension Service,1982,,,,gardening|| composting||,4 pg,,article,,Texas,
L1628s,"McCraw, B. Dean",Jardineria Facil…Abono Verde.,Leaflet / Texas Agricultural Extension Service; no. 1628s.,Texas Agricultural Extension Service,1981,,,,jardines|| elaboración de compost||,4 pg,,article,,Texas,
L1629,Anonymous,Energy Use of Appliances.,Leaflet / Texas Agricultural Extension Service; no. 1629.,Texas Agricultural Extension Service,1980,,,,energy efficiency|| household equipment||,6 pg,,article,,Texas,
L1630,Anonymous,Caulking and Weatherstripping.,Leaflet / Texas Agricultural Extension Service; no. 1630.,Texas Agricultural Extension Service,1978,,,,home maintenance||,6 pg,,article,,Texas,
L1631,Anonymous,Decisions about Insulation.,Leaflet / Texas Agricultural Extension Service; no. 1631.,Texas Agricultural Extension Service,1978,,,,home maintenance|| insulating materials||,7 pg,,article,,Texas,
L1632,Anonymous,Treatment of Windows and Glass Areas.,Leaflet / Texas Agricultural Extension Service; no. 1632.,Texas Agricultural Extension Service,1978,,,,home maintenance|| windows|| ,4 pg,,article,,Texas,
L1633,Anonymous,Heating and Cooling Systems.,Leaflet / Texas Agricultural Extension Service; no. 1633.,Texas Agricultural Extension Service,1978,,,,heating systems|| cooling||,4 pg,,article,,Texas,
L1634,Anonymous,Moisture Problems and Ventilation.,Leaflet / Texas Agricultural Extension Service; no. 1634.,Texas Agricultural Extension Service,1978,,,,moisture content|| ventilation systems||,4 pg,,article,,Texas,
L1636,"McWhorter, Mike|| Price, M. A.",External Parasites of Swine.,Leaflet / Texas Agricultural Extension Service; no. 1636.,Texas Agricultural Extension Service,1978,,,,parasites|| mites|| pest control||,2 pg,,article,,Texas,
L1638,"Taylor, P. D.|| Graefe, A. R.",Evaluating Satisfaction in the River Recreation Experience in Big Bend National Park.,Leaflet / Texas Agricultural Extension Service; no. 1638.,Texas Agricultural Extension Service,1978,,,,recreation|| recreation areas|| national parks||,6 pg,,article,,Texas,
L1639,"Shearer, Carla",Take Care of Yourself:  To Your Health!,Leaflet / Texas Agricultural Extension Service; no. 1639.,Texas Agricultural Extension Service,1978,,,,human health|| guidelines||,6 pg,,article,,Texas,
L1641,"Shearer, Carla",Take Care of Yourself:  Let's Move It!,Leaflet / Texas Agricultural Extension Service; no. 1641.,Texas Agricultural Extension Service,1978,,,,human health|| guidelines|| exercise|| ,6 pg,,article,,Texas,
L1642,"Shearer, Carla",Take Care of Yourself:  Sleep!,Leaflet / Texas Agricultural Extension Service; no. 1642.,Texas Agricultural Extension Service,1978,,,,human health|| sleep||,6 pg,,article,,Texas,
L1643,"Shearer, Carla",Take Care of Yourself:  Take Time for Your Teeth.,Leaflet / Texas Agricultural Extension Service; no. 1643.,Texas Agricultural Extension Service,1978,,,,human health|| teeth|| hygiene||,6 pg,,article,,Texas,
L1644,"Shearer, Carla",Take Care of Yourself:  Your Germs are Private…Keep them to Yourself.,Leaflet / Texas Agricultural Extension Service; no. 1644.,Texas Agricultural Extension Service,1978,,,,human health|| hygiene|| microorganisms||,6 pg,,article,,Texas,
L1645,"Shearer, Carla",Teaching Tips:  What's it All About?,Leaflet / Texas Agricultural Extension Service; no. 1645.,Texas Agricultural Extension Service,1978,,,,human health|| education||,2 pg,,article,,Texas,
L1646,"Shearer, Carla",Teaching Tips:  Keeping Healthy.,Leaflet / Texas Agricultural Extension Service; no. 1646.,Texas Agricultural Extension Service,1978,,,,human health|| ,2 pg,,article,,Texas,
L1647,"Shearer, Carla",Teaching Tips:  Medical Check-Ups.,Leaflet / Texas Agricultural Extension Service; no. 1647.,Texas Agricultural Extension Service,1978,,,,human health|| medical history||,2 pg,,article,,Texas,
L1648,"Shearer, Carla",Teaching Tips:  Physical Exercise.,Leaflet / Texas Agricultural Extension Service; no. 1648.,Texas Agricultural Extension Service,1978,,,,human health|| exercise||,2 pg,,article,,Texas,
L1649,"Shearer, Carla",Teaching Tips:  Getting Enough Sleep.,Leaflet / Texas Agricultural Extension Service; no. 1649.,Texas Agricultural Extension Service,1978,,,,human health|| sleep||,2 pg,,article,,Texas,
L1650,"Shearer, Carla",Teaching Tips:  Dental Health.,Leaflet / Texas Agricultural Extension Service; no. 1650.,Texas Agricultural Extension Service,1978,,,,human health|| teeth|| hygiene||,2 pg,,article,,Texas,
L1651,"Shearer, Carla",Teaching Tips:  Germs and Your Health.,Leaflet / Texas Agricultural Extension Service; no. 1651.,Texas Agricultural Extension Service,1978,,,,human health|| hygiene|| microorganisms||,2 pg,,article,,Texas,
L1653,"Harvey, R. B.|| Fowler, J. C.|| Thornberry, F. D.",Proper Sanitization of Broiler and Pullet Houses.,Leaflet / Texas Agricultural Extension Service; no. 1653.,Texas Agricultural Extension Service,1978,,,,broilers|| pullets|| poultry housing|| sanitation||,4 pg,,article,,Texas,
L1654,"Stewart, B. R.",Attic Ventilation for Homes.,Leaflet / Texas Agricultural Extension Service; no. 1654.,Texas Agricultural Extension Service,1978,,,,ventilation systems|| ,4 pg,,article,,Texas,
L1655,Anonymous,How to Save Money with Storm Doors and Windows.,Leaflet / Texas Agricultural Extension Service; no. 1655.,Texas Agricultural Extension Service,1978,,,,energy conservation|| doors|| windows|| ,4 pg,,article,,Texas,
L1656,Anonymous,Save Heating and Cooling Dollars with Weatherstripping and Caulking.,Leaflet / Texas Agricultural Extension Service; no. 1656.,Texas Agricultural Extension Service,1978,,weatherstripping|| caulking||,,energy conservation|| doors|| windows|| ,4 pg,,article,,Texas,
L1657,Anonymous,Tips on Financing Home Weatherization.,Leaflet / Texas Agricultural Extension Service; no. 1657.,Texas Agricultural Extension Service,1978,,,,energy conservation|| governmental programs and projects||,4 pg,,article,,Texas,
L1658,Anonymous,Solving Moisture Problems with Vapor Barriers and Ventilation.,Leaflet / Texas Agricultural Extension Service; no. 1658.,Texas Agricultural Extension Service,1978,,,,energy conservation|| ventilation systems|| moisture content||,4 pg,,article,,Texas,
L1660,"Reddell, Annette",Stay Slim with Seafood.,Leaflet / Texas Agricultural Extension Service; no. 1660.,Texas Agricultural Extension Service,1978,,,,seafoods|| diet|| recipes||,6 pg,,article,,Texas,
L1661,Anonymous,Landscaping to Cut Fuel Costs.,Leaflet / Texas Agricultural Extension Service; no. 1661.,Texas Agricultural Extension Service,1978,,,,energy conservation|| landscaping|| windbreaks||,4 pg,,article,,Texas,
L1662,"McCracken, J. R.",Realestatement:  The Landowner's Guide to Lignite Leasing in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1662.,Texas Agricultural Extension Service,1978,,,,leasing|| land ownership|| ,4 pg,,article,,Texas,
L1663,"Ramsey, Charles W.",Armadillo (Dasypus novemcinctus).,Leaflet / Texas Agricultural Extension Service; no. 1663.,Texas Agricultural Extension Service,1978,,,,Dasypodidae|| animal behavior|| ,2 pg,,article,,Texas,
L1665,"Ramsey, Charles W.|| Shult, Milo J.",Bobwhite Food Development.,Leaflet / Texas Agricultural Extension Service; no. 1665.,Texas Agricultural Extension Service,1978,,,,Colinus virginianus|| animal nutrition|| food plants||,4 pg,,article,,Texas,
L1665,"Ramsey, Charles W.|| Shult, Milo J.",Bobwhite Food Development.,Leaflet / Texas Agricultural Extension Service; no. 1665.,Texas Agricultural Extension Service,1984,,,,Colinus virginianus|| animal nutrition|| food plants||,4 pg,,article,,Texas,
L1666,"Johnson, Debby",How Divorce Affects Children.,Leaflet / Texas Agricultural Extension Service; no. 1666.,Texas Agricultural Extension Service,1978,,,,divorce|| children|| interpersonal relationships||,4 pg,,article,,Texas,
L1668,Anonymous,How to Can Fruits and Berries.,Leaflet / Texas Agricultural Extension Service; no. 1668.,Texas Agricultural Extension Service,1978,,,,canning|| home food preservation|| small fruits|| fruits (food)||,4 pg,,article,,Texas,
L1669,Anonymous,How to Can Green Beans.,Leaflet / Texas Agricultural Extension Service; no. 1669.,Texas Agricultural Extension Service,1978,,,,canning|| home food preservation|| green beans||,4 pg,,article,,Texas,
L1670,Anonymous,How to Can Tomatoes and Tomato Juice.,Leaflet / Texas Agricultural Extension Service; no. 1670.,Texas Agricultural Extension Service,1978,,,,canning|| home food preservation|| tomatoes|| tomato juice||,4 pg,,article,,Texas,
L1671,"Culp, Becky",Clothing Tips for Energy Savers.,Leaflet / Texas Agricultural Extension Service; no. 1671.,Texas Agricultural Extension Service,1979,,,,clothing|| energy conservation|| ,4 pg,,article,,Texas,
L1673,"Wolf, Kenneth",Completed Staff Work Doctrine.,Leaflet / Texas Agricultural Extension Service; no. 1673.,Texas Agricultural Extension Service,1978,,,,administrative management|| human resources||,2 pg,,article,,Texas,
L1674,"Seaman, Pat Bradshaw",Energy-Saving Window Treatments.,Leaflet / Texas Agricultural Extension Service; no. 1674.,Texas Agricultural Extension Service,1978,,,,energy conservation|| windows||,4 pg,,article,,Texas,
L1675,"Seaman, Pat Bradshaw",Insulating Windows and Other Glass Areas.,Leaflet / Texas Agricultural Extension Service; no. 1675.,Texas Agricultural Extension Service,1978,,,,windows|| insulation materials|| ,4 pg,,article,,Texas,
L1676,"Moore, Glenda N.",Weatherizing a Mobile Home.,Leaflet / Texas Agricultural Extension Service; no. 1676.,Texas Agricultural Extension Service,1978,,mobile homes||,,homes and home furnishings|| energy conservation|| ,6 pg,,article,,Texas,
L1677,Anonymous,"Weatherize Your Mobile Home to Keep Costs Down, Comfort Up.",Leaflet / Texas Agricultural Extension Service; no. 1677.,Texas Agricultural Extension Service,1978,,mobile homes||,,homes and home furnishings|| energy conservation|| ,2 pg,,article,,Texas,
L1679,"Sweeten, John M.",Methane Production from Livestock Waste.,Leaflet / Texas Agricultural Extension Service; no. 1679.,Texas Agricultural Extension Service,1978,,,,methane|| animal waste management|| ,4 pg,,article,,Texas,
L1680,Anonymous,Keeping Home Heating and Cooling Equipment in Top Shape.,Leaflet / Texas Agricultural Extension Service; no. 1680.,Texas Agricultural Extension Service,1978,,,,energy conservation|| home maintenance|| heating systems|| cooling systems||,4 pg,,article,,Texas,
L1681,"Brints, Norman",Permanent Record of Property Owned.,Leaflet / Texas Agricultural Extension Service; no. 1681.,Texas Agricultural Extension Service,1978,,,,estate planning|| land ownership|| ,2 pg,,article,,Texas,
L1682,"Duble, R. L.|| Novosad, A. C.|| Knoop, W. E.",Lawn Watering.,Leaflet / Texas Agricultural Extension Service; no. 1682.,Texas Agricultural Extension Service,1978,,,,turf management|| irrigation||,2 pg,,article,,Texas,
L1682,"Duble, Richard|| Knoop, Bill|| McWilliams, Denise",Lawn Watering.,Leaflet / Texas Agricultural Extension Service; no. 1682.,Texas Agricultural Extension Service,1990,,,,turf management|| irrigation||,4 pg,,article,,Texas,
L1683,"Dewers, Robert S.|| Dreesen, Alan D.",Evaluation of Texas Shade Trees.,Leaflet / Texas Agricultural Extension Service; no. 1683.,Texas Agricultural Extension Service,1978,,,,shade trees|| tree classes|| ,4 pg,,article,,Texas,
L1683,"Dewers, Robert S.|| Dreesen, Alan D.",Evaluation of Texas Shade Trees.,Leaflet / Texas Agricultural Extension Service; no. 1683.,Texas Agricultural Extension Service,1981,,,,shade trees|| tree classes|| ,4 pg,,article,,Texas,
L1683,"Dewers, Robert S.|| Dreesen, Alan D.",Evaluation of Texas Shade Trees.,Leaflet / Texas Agricultural Extension Service; no. 1683.,Texas Agricultural Extension Service,1983,,,,shade trees|| tree classes|| ,4 pg,,article,,Texas,
L1683,"Dreesen, Alan D.",Evaluation of Texas Shade Trees.,Leaflet / Texas Agricultural Extension Service; no. 1683.,Texas Agricultural Extension Service,1985,,,,shade trees|| tree classes|| ,4 pg,,article,,Texas,
L1683,"Dreesen, Alan D.",Evaluation of Texas Shade Trees.,Leaflet / Texas Agricultural Extension Service; no. 1683.,Texas Agricultural Extension Service,1987,,,,shade trees|| tree classes|| ,4 pg,,article,,Texas,
L1684,"Moore, Glenda N.|| McCormack, Linda J.",Energy-Efficient Apartments.,Leaflet / Texas Agricultural Extension Service; no. 1684.,Texas Agricultural Extension Service,1978,,,,energy efficiency|| energy conservation||,6 pg,,article,,Texas,
L1704,"Stebbins, Donald D.|| Floyd, Richard L.|| Jones, Lonnie L.",Employment Changes in Extension District 1:  1970-1974.,Leaflet / Texas Agricultural Extension Service; no. 1704.,Texas Agricultural Extension Service,1978,,,,employment|| labor economics|| case studies||,4 pg,,article,,Texas,
L1705,"Stebbins, Donald D.|| Floyd, Richard L.",The Community Income Multiplier.,Leaflet / Texas Agricultural Extension Service; no. 1705.,Texas Agricultural Extension Service,1978,,income multiplier||,,income|| community development|| ,2 pg,,article,,Texas,
L1706,"Savell, J. W.|| Smith, G. C.|| Dutson, T. R.|| Carpenter, Z. L.",Tenderizing Beef with Electricity.,Leaflet / Texas Agricultural Extension Service; no. 1706.,Texas Agricultural Extension Service,1979,,,,tenderizing|| beef|| electricity|| ,4 pg,,article,,Texas,
L1707,"Mellor, David B.|| Denton, James H.",Carving the Family Turkey.,Leaflet / Texas Agricultural Extension Service; no. 1707.,Texas Agricultural Extension Service,1979,,,,turkey meat||,4 pg,,article,,Texas,
L1708,"Lovelace, Dale A.|| Wiese, Allen F.",Wild Oat Control in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1708.,Texas Agricultural Extension Service,1978,,,,Avena fatua|| oats|| plant growth control|| control methods||,2 pg,,article,,Texas,
L1708,"Warrick, Billy E.|| Lemon, Robert",Wild Oat Control in Texas.,Leaflet / Texas Agricultural Extension Service; no. 1708.,Texas Agricultural Extension Service,1994,,,,Avena fatua|| oats|| plant growth control|| control methods||,4 pg,,article,,Texas,
L1709,"Welch, William C.",Landscaping for Energy Conservation.,Leaflet / Texas Agricultural Extension Service; no. 1709.,Texas Agricultural Extension Service,1979,,,,energy conservation|| landscaping|| windbreaks||,4 pg,,article,,Texas,
L1710,Anonymous,Home Management Tips to Cut Heating and Cooling Costs.,Leaflet / Texas Agricultural Extension Service; no. 1710.,Texas Agricultural Extension Service,1978,,,,energy conservation|| heating systems|| cooling systems||,2 pg,,article,,Texas,
